Log Name: DT
Description: Delta-T {F13.4}
Type: Sonic
Curve UOM: US/F
Depth UOM: Meters
Source: <SeisWare.seisware_sdk_311.ID; proxy of <Swig Object of type 'SeisWare::UserKey *' at 0x000001BC29537780> >
Null Value: -999.2500
Top Depth: 1308.0492
Base Depth: 1758.0864
Depth Increment: 0.1524
Depth,Value
1487.5764,60.3237
1487.7288,60.7365
1487.8812,61.2129
1488.0336,60.5897
1488.1860,62.3037
1488.3384,64.4492
1488.4908,63.0760
1488.6432,62.7178
1488.7956,62.3333
1488.9480,61.7725
1489.1004,61.7864
1489.2528,62.2244
1489.4052,62.0335
1489.5576,60.6824
1489.7100,59.8282
1489.8624,59.4197
1490.0148,60.1043
1490.1672,59.1303
1490.3196,58.6600
1490.4720,58.1595
1490.6244,59.2354
1490.7768,58.4122
1490.9292,59.8018
1491.0816,61.0006
1491.2340,62.6317
1491.3864,63.1813
1491.5388,64.0551
1491.6912,63.7406
1491.8436,64.2560
1491.9960,66.0684
1492.1484,66.1144
1492.3008,66.3982
1492.4532,68.5227
1492.6056,68.4238
1492.7580,69.9838
1492.9104,69.6383
1493.0628,68.7071
1493.2152,65.4436
1493.3676,62.2905
1493.5200,60.8942
1493.6724,60.6418
1493.8248,62.1489
1493.9772,64.1514
1494.1296,65.7857
1494.2820,64.5807
1494.4344,64.1028
1494.5868,63.1307
1494.7392,63.0206
1494.8916,64.1236
1495.0440,64.3421
1495.1964,63.5628
1495.3488,63.9715
1495.5012,64.0110
1495.6536,63.7523
1495.8060,63.8265
1495.9584,63.8506
1496.1108,62.0923
1496.2632,62.9063
1496.4156,64.0413
1496.5680,64.8392
1496.7204,66.4121
1496.8728,66.3993
1497.0252,67.6820
1497.1776,68.1197
1497.3300,67.5680
1497.4824,66.9174
1497.6348,63.9823
1497.7872,61.6637
1497.9396,60.4795
1498.0920,61.1693
1498.2444,60.1710
1498.3968,59.8491
1498.5492,59.9430
1498.7016,59.4090
1498.8540,59.5381
1499.0064,59.8500
1499.1588,60.7656
1499.3112,59.7501
1499.4636,60.7905
1499.6160,62.8532
1499.7684,64.3236
1499.9208,66.3682
1500.0732,68.4400
1500.2256,69.0890
1500.3780,69.0980
1500.5304,61.4511
1500.6828,66.6398
1500.8352,65.4443
1500.9876,63.8905
1501.1400,62.7080
1501.2924,61.2543
1501.4448,59.6817
1501.5972,59.3276
1501.7496,59.0939
1501.9020,60.1367
1502.0544,61.0645
1502.2068,62.4939
1502.3592,64.0601
1502.5116,63.6530
1502.6640,64.9689
1502.8164,65.7408
1502.9688,67.9458
1503.1212,69.1365
1503.2736,68.6313
1503.4260,69.0299
1503.5784,66.9254
1503.7308,64.8642
1503.8832,62.7896
1504.0356,61.5957
1504.1880,60.7010
1504.3404,60.4153
1504.4928,60.4112
1504.6452,59.2614
1504.7976,59.5533
1504.9500,59.7958
1505.1024,59.8385
1505.2548,59.4879
1505.4072,58.0016
1505.5596,56.6309
1505.7120,57.3228
1505.8644,56.5695
1506.0168,57.0398
1506.1692,58.2784
1506.3216,59.0844
1506.4740,59.5549
1506.6264,60.5670
1506.7788,62.5515
1506.9312,65.1126
1507.0836,67.7691
1507.2360,69.9001
1507.3884,70.4050
1507.5408,70.3812
1507.6932,69.9158
1507.8456,68.3280
1507.9980,66.1259
1508.1504,65.6261
1508.3028,65.4162
1508.4552,65.5294
1508.6076,65.7076
1508.7600,65.0162
1508.9124,65.7752
1509.0648,67.0916
1509.2172,68.6029
1509.3696,69.9038
1509.5220,70.0945
1509.6744,69.3758
1509.8268,68.8140
1509.9792,69.1310
1510.1316,68.6423
1510.2840,68.2098
1510.4364,67.6336
1510.5888,66.6346
1510.7412,65.7024
1510.8936,65.5477
1511.0460,65.2234
1511.1984,65.8127
1511.3508,65.9541
1511.5032,65.8596
1511.6556,66.1124
1511.8080,66.5480
1511.9604,67.6989
1512.1128,68.1792
1512.2652,68.5897
1512.4176,68.3770
1512.5700,66.5150
1512.7224,65.9878
1512.8748,64.7609
1513.0272,64.1780
1513.1796,65.2066
1513.3320,65.4436
1513.4844,66.4883
1513.6368,66.4638
1513.7892,65.9469
1513.9416,66.9007
1514.0940,65.1237
1514.2464,64.6209
1514.3988,64.4075
1514.5512,63.0375
1514.7036,63.0135
1514.8560,60.9948
1515.0084,61.6093
1515.1608,60.3520
1515.3132,60.3576
1515.4656,41.1654
1515.6180,61.0297
1515.7704,59.3844
1515.9228,60.7249
1516.0752,61.4001
1516.2276,59.9435
1516.3800,61.9629
1516.5324,60.7634
1516.6848,59.9914
1516.8372,59.9535
1516.9896,60.8247
1517.1420,62.5636
1517.2944,62.2596
1517.4468,62.4524
1517.5992,62.8304
1517.7516,63.4861
1517.9040,64.0184
1518.0564,65.6754
1518.2088,67.5893
1518.3612,67.9937
1518.5136,66.9446
1518.6660,66.1905
1518.8184,63.9920
1518.9708,62.2597
1519.1232,60.3013
1519.2756,59.7118
1519.4280,60.4705
1519.5804,50.7506
1519.7328,59.4159
1519.8852,58.2490
1520.0376,57.3093
1520.1900,57.7638
1520.3424,57.5766
1520.4948,58.8076
1520.6472,59.5730
1520.7996,59.7076
1520.9520,60.3987
1521.1044,63.7182
1521.2568,65.9306
1521.4092,66.5174
1521.5616,68.5485
1521.7140,69.2731
1521.8664,70.4876
1522.0188,69.3526
1522.1712,67.1017
1522.3236,65.8016
1522.4760,64.2488
1522.6284,63.6312
1522.7808,62.6497
1522.9332,63.4615
1523.0856,63.3406
1523.2380,61.7419
1523.3904,62.0466
1523.5428,63.7094
1523.6952,63.7732
1523.8476,64.0164
1524.0000,66.1792
1524.1524,65.5088
1524.3048,64.4826
1524.4572,65.1102
1524.6096,55.4246
1524.7620,55.7526
1524.9144,65.4727
1525.0668,64.0464
1525.2192,64.3229
1525.3716,65.7476
1525.5240,65.9578
1525.6764,67.9237
1525.8288,68.8062
1525.9812,67.9093
1526.1336,66.0734
1526.2860,65.3809
1526.4384,63.8278
1526.5908,62.3589
1526.7432,62.6378
1526.8956,90.4091
1527.0480,89.4341
1527.2004,41.8937
1527.3528,41.6035
1527.5052,59.9071
1527.6576,59.3703
1527.8100,58.4593
1527.9624,58.0264
1528.1148,59.9371
1528.2672,58.9144
1528.4196,60.5158
1528.5720,60.6324
1528.7244,64.7097
1528.8768,66.1839
1529.0292,69.0175
1529.1816,67.4005
1529.3340,67.8145
1529.4864,66.3735
1529.6388,65.5467
1529.7912,64.0672
1529.9436,62.8876
1530.0960,61.3651
1530.2484,60.2891
1530.4008,59.1908
1530.5532,59.3055
1530.7056,60.1952
1530.8580,60.8834
1531.0104,59.3858
1531.1628,57.7704
1531.3152,56.2685
1531.4676,56.3091
1531.6200,58.3241
1531.7724,59.7188
1531.9248,61.2515
1532.0772,65.6761
1532.2296,67.5975
1532.3820,68.5260
1532.5344,69.2080
1532.6868,65.2786
1532.8392,63.7211
1532.9916,62.4767
1533.1440,63.7222
1533.2964,63.5663
1533.4488,65.7933
1533.6012,62.5236
1533.7536,64.3069
1533.9060,64.2882
1534.0584,79.9267
1534.2108,82.7923
1534.3632,73.0007
1534.5156,72.3745
1534.6680,56.9723
1534.8204,57.7023
1534.9728,64.2481
1535.1252,65.3602
1535.2776,64.3086
1535.4300,63.8992
1535.5824,62.8465
1535.7348,63.1162
1535.8872,63.6316
1536.0396,64.5644
1536.1920,66.3799
1536.3444,66.6966
1536.4968,66.6666
1536.6492,66.8928
1536.8016,57.6383
1536.9540,64.9393
1537.1064,63.2841
1537.2588,63.5113
1537.4112,62.3162
1537.5636,62.1689
1537.7160,63.1985
1537.8684,63.3517
1538.0208,62.8803
1538.1732,63.8818
1538.3256,62.8738
1538.4780,62.1633
1538.6304,63.1733
1538.7828,64.0677
1538.9352,63.4348
1539.0876,64.0876
1539.2400,64.5981
1539.3924,64.4549
1539.5448,57.6153
1539.6972,64.6188
1539.8496,58.3604
1540.0020,64.1719
1540.1544,64.6931
1540.3068,64.6236
1540.4592,66.2904
1540.6116,67.1531
1540.7640,68.3996
1540.9164,64.8203
1541.0688,63.2808
1541.2212,63.0141
1541.3736,63.7953
1541.5260,62.7813
1541.6784,63.8673
1541.8308,64.5700
1541.9832,63.4928
1542.1356,62.8676
1542.2880,62.9259
1542.4404,62.7163
1542.5928,64.2859
1542.7452,64.2801
1542.8976,65.2757
1543.0500,64.4748
1543.2024,64.8028
1543.3548,64.8078
1543.5072,63.8815
1543.6596,63.9712
1543.8120,64.1851
1543.9644,63.8705
1544.1168,64.7177
1544.2692,64.9981
1544.4216,69.8220
1544.5740,71.7688
1544.7264,72.6079
1544.8788,70.3536
1545.0312,68.5749
1545.1836,66.9530
1545.3360,63.7478
1545.4884,64.1109
1545.6408,63.7479
1545.7932,63.6610
1545.9456,63.6420
1546.0980,62.4259
1546.2504,63.4891
1546.4028,63.8448
1546.5552,63.5586
1546.7076,63.4064
1546.8600,62.7807
1547.0124,62.1379
1547.1648,63.4732
1547.3172,64.0658
1547.4696,64.8035
1547.6220,65.3587
1547.7744,65.4057
1547.9268,64.8890
1548.0792,64.5831
1548.2316,63.9081
1548.3840,64.3354
1548.5364,64.8293
1548.6888,65.0391
1548.8412,65.3918
1548.9936,65.3630
1549.1460,65.5846
1549.2984,65.4012
1549.4508,64.5786
1549.6032,64.3469
1549.7556,64.8837
1549.9080,64.9954
1550.0604,66.0511
1550.2128,67.4562
1550.3652,68.4407
1550.5176,68.7964
1550.6700,68.6357
1550.8224,68.3620
1550.9748,67.2584
1551.1272,66.2080
1551.2796,64.7061
1551.4320,64.2149
1551.5844,64.6024
1551.7368,65.3792
1551.8892,64.9510
1552.0416,64.7271
1552.1940,63.9843
1552.3464,63.6561
1552.4988,62.7933
1552.6512,63.0406
1552.8036,61.8995
1552.9560,62.6040
1553.1084,63.3892
1553.2608,63.9380
1553.4132,63.6113
1553.5656,62.5257
1553.7180,62.9850
1553.8704,63.2368
1554.0228,63.3868
1554.1752,63.3942
1554.3276,64.6924
1554.4800,65.7951
1554.6324,66.6961
1554.7848,65.5609
1554.9372,64.2041
1555.0896,63.8739
1555.2420,64.1011
1555.3944,63.1908
1555.5468,62.8128
1555.6992,62.1443
1555.8516,62.0205
1556.0040,62.4479
1556.1564,62.4528
1556.3088,62.8323
1556.4612,63.8511
1556.6136,64.7660
1556.7660,65.2738
1556.9184,65.3963
1557.0708,63.5507
1557.2232,62.6830
1557.3756,61.8012
1557.5280,61.3866
1557.6804,62.1320
1557.8328,64.0482
1557.9852,63.8494
1558.1376,63.5966
1558.2900,61.5057
1558.4424,61.3881
1558.5948,61.1905
1558.7472,61.9395
1558.8996,61.8267
1559.0520,60.3939
1559.2044,58.4422
1559.3568,54.0854
1559.5092,52.0133
1559.6616,51.4653
1559.8140,51.7469
1559.9664,54.1695
1560.1188,54.2803
1560.2712,54.1894
1560.4236,52.7785
1560.5760,52.1046
1560.7284,51.6882
1560.8808,51.7073
1561.0332,52.0769
1561.1856,53.4693
1561.3380,53.3563
1561.4904,52.6659
1561.6428,52.3408
1561.7952,51.6487
1561.9476,51.0078
1562.1000,51.3920
1562.2524,51.5260
1562.4048,51.9193
1562.5572,51.7038
1562.7096,51.7648
1562.8620,52.7154
1563.0144,55.9316
1563.1668,54.9980
1563.3192,56.2202
1563.4716,55.4033
1563.6240,54.6874
1563.7764,54.4964
1563.9288,52.4921
1564.0812,52.1052
1564.2336,51.9457
1564.3860,51.9612
1564.5384,40.8515
1564.6908,56.9944
1564.8432,57.3109
1564.9956,57.3789
1565.1480,58.3398
1565.3004,56.8272
1565.4528,57.7920
1565.6052,58.4358
1565.7576,59.9025
1565.9100,79.4426
1566.0624,61.1385
1566.2148,58.6323
1566.3672,58.0079
1566.5196,58.5030
1566.6720,59.7952
1566.8244,60.7731
1566.9768,60.2072
1567.1292,60.5916
1567.2816,60.1494
1567.4340,60.0347
1567.5864,51.1404
1567.7388,60.2356
1567.8912,60.1860
1568.0436,60.1205
1568.1960,61.4489
1568.3484,64.3051
1568.5008,64.1494
1568.6532,64.0803
1568.8056,63.6893
1568.9580,62.5495
1569.1104,62.1158
1569.2628,62.1123
1569.4152,62.3728
1569.5676,63.3789
1569.7200,64.8780
1569.8724,66.5404
1570.0248,67.0663
1570.1772,67.1216
1570.3296,66.0856
1570.4820,65.8995
1570.6344,64.9174
1570.7868,62.5814
1570.9392,62.4218
1571.0916,50.7427
1571.2440,50.7434
1571.3964,50.7321
1571.5488,50.7263
1571.7012,50.8476
1571.8536,50.8551
1572.0060,50.8168
1572.1584,50.7790
1572.3108,50.8272
1572.4632,50.8800
1572.6156,50.8839
1572.7680,50.7712
1572.9204,50.8682
1573.0728,50.4952
1573.2252,50.5142
1573.3776,50.4151
1573.5300,49.6410
1573.6824,50.2433
1573.8348,57.6910
1573.9872,57.3703
1574.1396,63.3230
1574.2920,63.6385
1574.4444,56.4438
1574.5968,55.7855
1574.7492,52.7105
1574.9016,57.1942
1575.0540,61.5870
1575.2064,63.9402
1575.3588,65.5513
1575.5112,65.9433
1575.6636,63.8517
1575.8160,60.9961
1575.9684,57.3133
1576.1208,56.2050
1576.2732,50.9740
1576.4256,50.4729
1576.5780,50.8531
1576.7304,49.9111
1576.8828,50.0342
1577.0352,49.3810
1577.1876,53.6851
1577.3400,57.5990
1577.4924,64.8557
1577.6448,69.9431
1577.7972,74.1444
1577.9496,76.3219
1578.1020,74.5964
1578.2544,74.3299
1578.4068,70.2081
1578.5592,65.9004
1578.7116,58.1879
1578.8640,52.1673
1579.0164,49.4556
1579.1688,51.3030
1579.3212,54.5859
1579.4736,61.1857
1579.6260,69.5519
1579.7784,78.1357
1579.9308,76.9407
1580.0832,74.8205
1580.2356,72.0872
1580.3880,64.2209
1580.5404,66.1184
1580.6928,66.7581
1580.8452,78.2600
1580.9976,73.4691
1581.1500,61.3863
1581.3024,65.3743
1581.4548,61.4887
1581.6072,66.6197
1581.7596,70.4828
1581.9120,67.7231
1582.0644,64.3481
1582.2168,65.1631
1582.3692,65.4461
1582.5216,62.5480
1582.6740,63.5230
1582.8264,65.3325
1582.9788,64.6018
1583.1312,64.1510
1583.2836,62.9086
1583.4360,60.6571
1583.5884,56.3100
1583.7408,55.2225
1583.8932,55.3892
1584.0456,56.9530
1584.1980,59.8975
1584.3504,60.7301
1584.5028,60.7993
1584.6552,62.2800
1584.8076,63.0834
1584.9600,62.7123
1585.1124,62.5380
1585.2648,61.3388
1585.4172,57.3040
1585.5696,54.0441
1585.7220,52.3514
1585.8744,50.3507
1586.0268,50.3188
1586.1792,50.4241
1586.3316,49.0461
1586.4840,50.1731
1586.6364,55.8868
1586.7888,59.1047
1586.9412,62.2152
1587.0936,65.3116
1587.2460,63.2889
1587.3984,63.4192
1587.5508,63.0345
1587.7032,60.1081
1587.8556,56.7524
1588.0080,54.5297
1588.1604,50.6369
1588.3128,50.4873
1588.4652,53.8845
1588.6176,51.9472
1588.7700,51.6748
1588.9224,51.6211
1589.0748,62.8486
1589.2272,65.6470
1589.3796,64.5050
1589.5320,59.3510
1589.6844,55.2951
1589.8368,46.1935
1589.9892,47.3543
1590.1416,48.2299
1590.2940,48.7259
1590.4464,48.8395
1590.5988,49.3272
1590.7512,49.4728
1590.9036,49.4280
1591.0560,48.8582
1591.2084,49.4944
1591.3608,49.8564
1591.5132,52.0388
1591.6656,56.6264
1591.8180,60.8564
1591.9704,65.3856
1592.1228,66.5932
1592.2752,62.3651
1592.4276,58.2701
1592.5800,53.6217
1592.7324,53.0260
1592.8848,53.8335
1593.0372,54.0080
1593.1896,54.3245
1593.3420,52.8828
1593.4944,51.3730
1593.6468,50.3314
1593.7992,49.8114
1593.9516,49.9478
1594.1040,50.7623
1594.2564,51.9854
1594.4088,53.7160
1594.5612,56.7901
1594.7136,57.7685
1594.8660,58.5470
1595.0184,59.7548
1595.1708,61.2169
1595.3232,61.3572
1595.4756,63.6866
1595.6280,62.1903
1595.7804,62.7534
1595.9328,63.1594
1596.0852,63.3152
1596.2376,63.0416
1596.3900,62.3681
1596.5424,61.4992
1596.6948,61.8479
1596.8472,61.4267
1596.9996,61.7262
1597.1520,61.6629
1597.3044,61.6286
1597.4568,62.1365
1597.6092,53.8721
1597.7616,63.1365
1597.9140,62.5773
1598.0664,65.5269
1598.2188,65.3867
1598.3712,65.4606
1598.5236,63.9018
1598.6760,58.3001
1598.8284,55.1492
1598.9808,52.0506
1599.1332,52.9916
1599.2856,55.1167
1599.4380,60.8125
1599.5904,62.1560
1599.7428,61.3476
1599.8952,56.2039
1600.0476,53.8540
1600.2000,52.3665
1600.3524,52.3339
1600.5048,55.5293
1600.6572,60.1679
1600.8096,61.1982
1600.9620,63.1099
1601.1144,63.2789
1601.2668,63.1922
1601.4192,62.9694
1601.5716,62.8786
1601.7240,62.6561
1601.8764,59.2453
1602.0288,54.3223
1602.1812,54.6810
1602.3336,56.8215
1602.4860,59.3014
1602.6384,63.1288
1602.7908,63.4366
1602.9432,62.0291
1603.0956,60.6526
1603.2480,60.4188
1603.4004,59.7605
1603.5528,52.2934
1603.7052,50.4759
1603.8576,50.4601
1604.0100,50.2726
1604.1624,50.4287
1604.3148,50.4865
1604.4672,50.9530
1604.6196,63.5042
1604.7720,64.1236
1604.9244,64.0708
1605.0768,64.0390
1605.2292,64.0733
1605.3816,63.7265
1605.5340,61.9732
1605.6864,59.7913
1605.8388,58.1688
1605.9912,57.3717
1606.1436,58.3869
1606.2960,59.8776
1606.4484,60.5475
1606.6008,60.7065
1606.7532,60.6377
1606.9056,61.0271
1607.0580,61.2763
1607.2104,62.1906
1607.3628,62.8024
1607.5152,63.9338
1607.6676,64.7036
1607.8200,65.5474
1607.9724,65.2586
1608.1248,65.7445
1608.2772,66.6269
1608.4296,65.8016
1608.5820,65.5072
1608.7344,64.5648
1608.8868,63.2770
1609.0392,63.2500
1609.1916,63.7807
1609.3440,64.9587
1609.4964,66.3315
1609.6488,66.7797
1609.8012,66.9313
1609.9536,65.6333
1610.1060,64.5994
1610.2584,64.0689
1610.4108,62.2000
1610.5632,61.6138
1610.7156,61.8800
1610.8680,62.0404
1611.0204,63.3719
1611.1728,63.9824
1611.3252,63.7409
1611.4776,63.7687
1611.6300,63.4878
1611.7824,64.9219
1611.9348,65.3233
1612.0872,66.7124
1612.2396,67.3808
1612.3920,67.3165
1612.5444,67.7992
1612.6968,68.3011
1612.8492,67.7818
1613.0016,67.5836
1613.1540,66.7818
1613.3064,65.9460
1613.4588,65.4325
1613.6112,65.1067
1613.7636,64.9569
1613.9160,65.2818
1614.0684,65.1149
1614.2208,65.7295
1614.3732,64.7235
1614.5256,63.5864
1614.6780,62.5327
1614.8304,62.0043
1614.9828,61.7872
1615.1352,61.7213
1615.2876,62.0223
1615.4400,61.5133
1615.5924,59.9600
1615.7448,59.9314
1615.8972,58.3704
1616.0496,55.9866
1616.2020,53.5862
1616.3544,51.5660
1616.5068,49.7383
1616.6592,49.2934
1616.8116,49.1004
1616.9640,49.6748
1617.1164,50.7671
1617.2688,50.9168
1617.4212,50.7550
1617.5736,50.7500
1617.7260,50.6956
1617.8784,50.5047
1618.0308,50.1304
1618.1832,54.6045
1618.3356,52.9540
1618.4880,54.4190
1618.6404,54.7692
1618.7928,53.9961
1618.9452,50.7609
1619.0976,50.4569
1619.2500,51.6577
1619.4024,54.0869
1619.5548,55.2483
1619.7072,59.3723
1619.8596,61.6430
1620.0120,63.4253
1620.1644,65.4441
1620.3168,65.5859
1620.4692,63.1956
1620.6216,57.3177
1620.7740,54.0101
1620.9264,53.8638
1621.0788,51.2167
1621.2312,50.6600
1621.3836,50.7671
1621.5360,50.9979
1621.6884,50.8544
1621.8408,49.3833
1621.9932,48.1873
1622.1456,47.7714
1622.2980,47.8232
1622.4504,48.0681
1622.6028,49.0093
1622.7552,49.5284
1622.9076,49.1574
1623.0600,50.2218
1623.2124,50.1305
1623.3648,50.1842
1623.5172,50.5327
1623.6696,50.4754
1623.8220,50.5591
1623.9744,51.1533
1624.1268,51.1501
1624.2792,50.9498
1624.4316,51.0106
1624.5840,50.8729
1624.7364,50.8180
1624.8888,50.6026
1625.0412,50.2624
1625.1936,51.2397
1625.3460,51.2359
1625.4984,51.1545
1625.6508,50.2492
1625.8032,50.3373
1625.9556,49.7466
1626.1080,49.8679
1626.2604,50.0745
1626.4128,49.3108
1626.5652,48.7554
1626.7176,50.4231
1626.8700,50.3124
1627.0224,51.3266
1627.1748,51.2000
1627.3272,50.1629
1627.4796,49.8458
1627.6320,49.0466
1627.7844,48.0330
1627.9368,46.3559
1628.0892,46.9048
1628.2416,48.5469
1628.3940,48.5630
1628.5464,49.1511
1628.6988,49.3224
1628.8512,48.4805
1629.0036,48.9088
1629.1560,49.1504
1629.3084,50.3265
1629.4608,52.3857
1629.6132,55.8531
1629.7656,59.5936
1629.9180,61.4476
1630.0704,59.1348
1630.2228,58.2695
1630.3752,57.6309
1630.5276,57.3800
1630.6800,59.0088
1630.8324,60.1050
1630.9848,60.5121
1631.1372,60.3631
1631.2896,60.0492
1631.4420,59.9797
1631.5944,60.9059
1631.7468,60.3102
1631.8992,60.0212
1632.0516,59.4014
1632.2040,57.5150
1632.3564,56.6877
1632.5088,55.6245
1632.6612,54.6180
1632.8136,53.8652
1632.9660,53.4825
1633.1184,51.3099
1633.2708,50.0303
1633.4232,51.9800
1633.5756,52.3512
1633.7280,54.5946
1633.8804,56.8747
1634.0328,57.5691
1634.1852,57.6735
1634.3376,58.1712
1634.4900,58.6541
1634.6424,58.5301
1634.7948,58.0508
1634.9472,57.3543
1635.0996,55.3620
1635.2520,54.8457
1635.4044,55.6403
1635.5568,57.4115
1635.7092,58.4362
1635.8616,57.9454
1636.0140,57.4074
1636.1664,57.7470
1636.3188,58.7405
1636.4712,58.9988
1636.6236,59.9296
1636.7760,60.8975
1636.9284,61.6303
1637.0808,61.9982
1637.2332,61.8434
1637.3856,64.8708
1637.5380,63.4467
1637.6904,64.4755
1637.8428,63.8598
1637.9952,63.5494
1638.1476,61.6538
1638.3000,60.5208
1638.4524,59.3055
1638.6048,59.4510
1638.7572,58.8869
1638.9096,58.0751
1639.0620,56.0956
1639.2144,55.4082
1639.3668,54.6019
1639.5192,55.9028
1639.6716,55.1887
1639.8240,55.3000
1639.9764,53.5810
1640.1288,50.6195
1640.2812,48.5491
1640.4336,47.4775
1640.5860,46.9972
1640.7384,47.9953
1640.8908,48.3702
1641.0432,49.2967
1641.1956,48.5749
1641.3480,49.4058
1641.5004,48.7437
1641.6528,48.7428
1641.8052,48.9184
1641.9576,48.9243
1642.1100,49.6356
1642.2624,49.9476
1642.4148,50.2365
1642.5672,51.8661
1642.7196,52.2823
1642.8720,52.6442
1643.0244,52.4755
1643.1768,50.5901
1643.3292,51.4737
1643.4816,56.4279
1643.6340,56.3170
1643.7864,56.0192
1643.9388,56.2427
1644.0912,56.1967
1644.2436,59.2749
1644.3960,59.3796
1644.5484,59.3496
1644.7008,59.4763
1644.8532,59.5193
1645.0056,60.1633
1645.1580,60.2489
1645.3104,60.4662
1645.4628,59.8045
1645.6152,59.7169
1645.7676,59.3136
1645.9200,58.8713
1646.0724,60.7280
1646.2248,61.5171
1646.3772,61.7392
1646.5296,62.0138
1646.6820,61.7374
1646.8344,61.5160
1646.9868,61.3138
1647.1392,61.3056
1647.2916,61.1192
1647.4440,61.4270
1647.5964,60.1201
1647.7488,60.5366
1647.9012,61.1715
1648.0536,60.5855
1648.2060,60.4035
1648.3584,60.4725
1648.5108,59.0353
1648.6632,59.4317
1648.8156,59.3398
1648.9680,61.4525
1649.1204,63.1056
1649.2728,61.9813
1649.4252,62.2713
1649.5776,62.1433
1649.7300,61.7432
1649.8824,63.5674
1650.0348,64.2437
1650.1872,65.0928
1650.3396,65.4178
1650.4920,64.7840
1650.6444,64.3051
1650.7968,62.7448
1650.9492,61.2815
1651.1016,61.0602
1651.2540,61.3492
1651.4064,62.5743
1651.5588,64.3008
1651.7112,65.1843
1651.8636,66.4186
1652.0160,65.8741
1652.1684,65.4912
1652.3208,66.3875
1652.4732,67.4639
1652.6256,68.8659
1652.7780,70.0652
1652.9304,68.6182
1653.0828,69.5791
1653.2352,71.3672
1653.3876,72.5892
1653.5400,76.1896
1653.6924,87.9497
1653.8448,101.5666
1653.9972,98.7453
1654.1496,94.9142
1654.3020,80.5490
1654.4544,69.0137
1654.6068,65.5806
1654.7592,60.3584
1654.9116,58.8294
1655.0640,63.5663
1655.2164,65.9908
1655.3688,66.4395
1655.5212,66.5900
1655.6736,66.3942
1655.8260,65.5842
1655.9784,64.4415
1656.1308,64.4299
1656.2832,63.5160
1656.4356,63.8625
1656.5880,63.3699
1656.7404,62.5235
1656.8928,62.5609
1657.0452,61.8501
1657.1976,60.6200
1657.3500,58.9350
1657.5024,57.6825
1657.6548,56.9877
1657.8072,56.5389
1657.9596,57.4029
1658.1120,57.5652
1658.2644,56.1027
1658.4168,55.1351
1658.5692,54.2364
1658.7216,53.2154
1658.8740,52.5638
1659.0264,52.8819
1659.1788,52.2052
1659.3312,52.0064
1659.4836,51.9496
1659.6360,51.2921
1659.7884,52.9085
1659.9408,52.9084
1660.0932,52.9209
1660.2456,54.2744
1660.3980,54.2135
1660.5504,54.6661
1660.7028,54.0831
1660.8552,54.4702
1661.0076,54.5458
1661.1600,55.1314
1661.3124,56.6005
1661.4648,56.6493
1661.6172,56.0590
1661.7696,54.6858
1661.9220,53.7574
1662.0744,54.3532
1662.2268,54.8281
1662.3792,55.4440
1662.5316,55.4101
1662.6840,55.2655
1662.8364,55.4067
1662.9888,56.4014
1663.1412,56.6362
1663.2936,56.4036
1663.4460,57.0294
1663.5984,57.6547
1663.7508,56.3645
1663.9032,54.8266
1664.0556,53.0878
1664.2080,51.0037
1664.3604,50.8233
1664.5128,52.1955
1664.6652,53.4039
1664.8176,55.8220
1664.9700,56.5128
1665.1224,57.6666
1665.2748,58.2024
1665.4272,59.2118
1665.5796,63.8056
1665.7320,66.9060
1665.8844,67.5430
1666.0368,69.3520
1666.1892,67.3753
1666.3416,67.8962
1666.4940,68.5703
1666.6464,67.9616
1666.7988,69.6780
1666.9512,73.1492
1667.1036,79.8074
1667.2560,70.8301
1667.4084,67.6720
1667.5608,68.0799
1667.7132,66.0817
1667.8656,68.0671
1668.0180,68.9007
1668.1704,69.7584
1668.3228,67.8818
1668.4752,66.1761
1668.6276,65.5286
1668.7800,65.4918
1668.9324,65.1132
1669.0848,65.0694
1669.2372,65.4632
1669.3896,65.3469
1669.5420,66.9284
1669.6944,66.3625
1669.8468,66.2644
1669.9992,64.0809
1670.1516,63.1639
1670.3040,62.6600
1670.4564,62.7621
1670.6088,63.3127
1670.7612,63.0254
1670.9136,63.3278
1671.0660,62.3270
1671.2184,62.9858
1671.3708,62.0555
1671.5232,62.1717
1671.6756,62.3766
1671.8280,62.8009
1671.9804,62.2524
1672.1328,61.2691
1672.2852,61.1955
1672.4376,61.4062
1672.5900,61.6090
1672.7424,60.8747
1672.8948,61.4137
1673.0472,61.7207
1673.1996,61.3572
1673.3520,61.1968
1673.5044,60.3431
1673.6568,59.5122
1673.8092,58.6065
1673.9616,57.3688
1674.1140,57.8044
1674.2664,56.6714
1674.4188,55.3132
1674.5712,53.5260
1674.7236,51.3014
1674.8760,48.3180
1675.0284,47.3179
1675.1808,46.9462
1675.3332,46.7254
1675.4856,47.7770
1675.6380,47.2339
1675.7904,47.8614
1675.9428,48.1401
1676.0952,47.7105
1676.2476,49.2722
1676.4000,49.8080
1676.5524,52.5237
1676.7048,55.3356
1676.8572,53.9961
1677.0096,54.9805
1677.1620,54.1924
1677.3144,53.6802
1677.4668,54.2557
1677.6192,51.0857
1677.7716,49.7246
1677.9240,49.2537
1678.0764,49.4560
1678.2288,50.9804
1678.3812,49.0071
1678.5336,49.5118
1678.6860,49.3970
1678.8384,49.5519
1678.9908,49.9715
