Log Name: DT
Description: Delta-T {F13.4}
Type: Sonic
Curve UOM: US/F
Depth UOM: Meters
Source: <SeisWare.seisware_sdk_311.ID; proxy of <Swig Object of type 'SeisWare::UserKey *' at 0x000001BC29537780> >
Null Value: -999.2500
Top Depth: 1308.0492
Base Depth: 1758.0864
Depth Increment: 0.1524
Depth,Value
1679.1432,49.3388
1679.2956,49.5065
1679.4480,49.9309
1679.6004,50.8317
1679.7528,52.1381
1679.9052,54.1425
1680.0576,57.5300
1680.2100,60.5303
1680.3624,65.9226
1680.5148,70.8620
1680.6672,75.6587
1680.8196,77.7320
1680.9720,78.1730
1681.1244,79.3680
1681.2768,81.2141
1681.4292,83.6067
1681.5816,82.4291
1681.7340,81.4320
1681.8864,79.6045
1682.0388,77.6831
1682.1912,76.2998
1682.3436,75.4667
1682.4960,75.4111
1682.6484,76.3843
1682.8008,76.0528
1682.9532,74.8188
1683.1056,74.3695
1683.2580,73.3296
1683.4104,72.7704
1683.5628,71.4877
1683.7152,70.7866
1683.8676,70.6645
1684.0200,70.7726
1684.1724,69.7247
1684.3248,69.4420
1684.4772,69.2693
1684.6296,70.2667
1684.7820,72.1642
1684.9344,72.9587
1685.0868,72.8914
1685.2392,73.9375
1685.3916,74.5308
1685.5440,75.6192
1685.6964,74.6655
1685.8488,74.2990
1686.0012,73.7179
1686.1536,72.3575
1686.3060,72.1223
1686.4584,71.4886
1686.6108,71.4162
1686.7632,71.5997
1686.9156,70.4633
1687.0680,68.7896
1687.2204,68.1842
1687.3728,67.9037
1687.5252,67.7260
1687.6776,68.4321
1687.8300,69.0978
1687.9824,69.6832
1688.1348,70.7217
1688.2872,70.6953
1688.4396,70.8631
1688.5920,70.6914
1688.7444,70.8241
1688.8968,71.0963
1689.0492,71.1655
1689.2016,71.3641
1689.3540,71.7154
1689.5064,71.5601
1689.6588,71.5698
1689.8112,71.2449
1689.9636,71.1364
1690.1160,70.7020
1690.2684,70.3872
1690.4208,70.7674
1690.5732,70.5035
1690.7256,71.0233
1690.8780,49.8998
1691.0304,70.7705
1691.1828,70.9586
1691.3352,72.1717
1691.4876,71.6551
1691.6400,71.9259
1691.7924,72.7205
1691.9448,72.3104
1692.0972,73.3762
1692.2496,74.2741
1692.4020,74.1826
1692.5544,74.2173
1692.7068,74.4061
1692.8592,72.6603
1693.0116,71.5321
1693.1640,88.3192
1693.3164,87.7491
1693.4688,87.8922
1693.6212,72.5139
1693.7736,71.9565
1693.9260,70.9008
1694.0784,71.3665
1694.2308,70.7153
1694.3832,71.3596
1694.5356,71.8930
1694.6880,90.7264
1694.8404,89.6164
1694.9928,71.4672
1695.1452,71.0278
1695.2976,72.3560
1695.4500,68.5266
1695.6024,68.5538
1695.7548,65.8273
1695.9072,68.1759
1696.0596,83.7998
1696.2120,84.3858
1696.3644,83.5927
1696.5168,65.2297
1696.6692,64.1801
1696.8216,60.9175
1696.9740,56.9362
1697.1264,56.2230
1697.2788,55.4323
1697.4312,56.0840
1697.5836,65.3025
1697.7360,60.5900
1697.8884,61.5189
1698.0408,62.2471
1698.1932,61.3049
1698.3456,60.6887
1698.4980,55.2829
1698.6504,82.6555
1698.8028,84.8280
1698.9552,84.6487
1699.1076,82.5254
1699.2600,62.2600
1699.4124,60.2213
1699.5648,61.0562
1699.7172,60.0143
1699.8696,63.0804
1700.0220,63.2130
1700.1744,61.2793
1700.3268,60.1996
1700.4792,59.3020
1700.6316,60.8122
1700.7840,61.0363
1700.9364,61.3551
1701.0888,63.0671
1701.2412,63.8616
1701.3936,63.6914
1701.5460,64.0289
1701.6984,65.1712
1701.8508,64.8443
1702.0032,65.0399
1702.1556,65.5056
1702.3080,64.3521
1702.4604,63.3989
1702.6128,63.1912
1702.7652,62.2597
1702.9176,57.7982
1703.0700,55.2959
1703.2224,53.6940
1703.3748,52.1745
1703.5272,56.0601
1703.6796,57.1495
1703.8320,61.5684
1703.9844,60.8898
1704.1368,61.7590
1704.2892,63.6227
1704.4416,62.0920
1704.5940,61.7272
1704.7464,63.9835
1704.8988,66.3234
1705.0512,58.7194
1705.2036,59.3913
1705.3560,61.4947
1705.5084,61.8442
1705.6608,63.5442
1705.8132,65.4568
1705.9656,65.0876
1706.1180,64.1670
1706.2704,62.4910
1706.4228,62.5131
1706.5752,62.8375
1706.7276,62.7507
1706.8800,63.6704
1707.0324,63.1559
1707.1848,62.9652
1707.3372,62.4502
1707.4896,61.8612
1707.6420,59.4870
1707.7944,56.4314
1707.9468,53.1531
1708.0992,49.9816
1708.2516,48.3156
1708.4040,47.8291
1708.5564,48.1103
1708.7088,47.9655
1708.8612,48.3985
1709.0136,49.6035
1709.1660,50.1605
1709.3184,51.3345
1709.4708,51.7027
1709.6232,51.8989
1709.7756,51.8900
1709.9280,51.7020
1710.0804,51.8270
1710.2328,51.3817
1710.3852,51.4528
1710.5376,52.6776
1710.6900,55.0703
1710.8424,57.7908
1710.9948,58.6991
1711.1472,61.5609
1711.2996,63.2611
1711.4520,63.0792
1711.6044,62.8139
1711.7568,63.4578
1711.9092,63.4370
1712.0616,64.0378
1712.2140,64.4052
1712.3664,62.4507
1712.5188,61.5700
1712.6712,58.4194
1712.8236,59.2866
1712.9760,57.9260
1713.1284,57.1052
1713.2808,55.3014
1713.4332,54.2519
1713.5856,52.8758
1713.7380,50.5453
1713.8904,50.4655
1714.0428,50.3776
1714.1952,50.8066
1714.3476,51.4791
1714.5000,51.5488
1714.6524,51.6535
1714.8048,51.4660
1714.9572,51.4428
1715.1096,51.6915
1715.2620,50.8287
1715.4144,50.2349
1715.5668,50.1062
1715.7192,51.4560
1715.8716,54.8952
1716.0240,55.0285
1716.1764,54.9513
1716.3288,52.7917
1716.4812,52.6327
1716.6336,52.3051
1716.7860,51.6439
1716.9384,51.6769
1717.0908,51.5701
1717.2432,51.1447
1717.3956,51.2832
1717.5480,51.5784
1717.7004,51.7340
1717.8528,51.9960
1718.0052,52.3129
1718.1576,52.5665
1718.3100,54.9779
1718.4624,58.9418
1718.6148,60.5253
1718.7672,61.6428
1718.9196,61.4888
1719.0720,61.3451
1719.2244,62.9387
1719.3768,65.1719
1719.5292,66.7422
1719.6816,67.4922
1719.8340,67.2401
1719.9864,66.7235
1720.1388,65.9348
1720.2912,66.3044
1720.4436,67.5222
1720.5960,70.8257
1720.7484,71.9423
1720.9008,71.6073
1721.0532,70.6124
1721.2056,70.4776
1721.3580,70.4068
1721.5104,69.5782
1721.6628,68.5203
1721.8152,66.9689
1721.9676,65.5288
1722.1200,65.3241
1722.2724,64.9835
1722.4248,65.5006
1722.5772,65.8471
1722.7296,85.2323
1722.8820,85.3063
1723.0344,67.9747
1723.1868,67.9118
1723.3392,86.2910
1723.4916,86.0571
1723.6440,88.1438
1723.7964,71.4312
1723.9488,69.9270
1724.1012,69.9582
1724.2536,105.6181
1724.4060,110.4149
1724.5584,107.2226
1724.7108,94.0239
1724.8632,138.5386
1725.0156,115.5259
1725.1680,114.8346
1725.3204,113.8760
1725.4728,108.0999
1725.6252,105.8549
1725.7776,97.1423
1725.9300,94.0230
1726.0824,63.6898
1726.2348,64.1733
1726.3872,65.0155
1726.5396,64.7989
1726.6920,64.6355
1726.8444,65.8347
1726.9968,64.5947
1727.1492,64.3183
1727.3016,63.5856
1727.4540,63.2521
1727.6064,63.2413
1727.7588,62.2647
1727.9112,61.5902
1728.0636,61.5605
1728.2160,61.9332
1728.3684,62.3882
1728.5208,63.1480
1728.6732,63.5334
1728.8256,63.2425
1728.9780,62.8378
1729.1304,61.3269
1729.2828,61.1946
1729.4352,60.9618
1729.5876,61.9891
1729.7400,62.3668
1729.8924,62.3684
1730.0448,62.4836
1730.1972,63.0159
1730.3496,63.1572
1730.5020,63.1538
1730.6544,62.6091
1730.8068,59.1196
1730.9592,56.7578
1731.1116,55.7535
1731.2640,56.0922
1731.4164,56.2149
1731.5688,58.6253
1731.7212,59.5040
1731.8736,59.5972
1732.0260,59.4821
1732.1784,58.9250
1732.3308,59.3071
1732.4832,58.1647
1732.6356,57.4261
1732.7880,58.4286
1732.9404,63.6604
1733.0928,65.1754
1733.2452,65.1774
1733.3976,66.1869
1733.5500,66.1800
1733.7024,66.4277
1733.8548,65.9156
1734.0072,62.7158
1734.1596,62.0339
1734.3120,60.8734
1734.4644,56.8907
1734.6168,55.3150
1734.7692,56.3775
1734.9216,58.0125
1735.0740,58.1902
1735.2264,59.1781
1735.3788,58.0953
1735.5312,58.1162
1735.6836,58.5220
1735.8360,59.3901
1735.9884,58.9632
1736.1408,58.8222
1736.2932,60.6822
1736.4456,62.0080
1736.5980,63.0312
1736.7504,64.3410
1736.9028,62.7135
1737.0552,62.6267
1737.2076,61.3869
1737.3600,60.8224
1737.5124,60.8307
1737.6648,60.7762
1737.8172,57.7065
1737.9696,57.8036
1738.1220,57.7121
1738.2744,55.9331
1738.4268,55.6748
1738.5792,56.7615
1738.7316,59.4328
1738.8840,61.7191
1739.0364,64.7102
1739.1888,67.3085
1739.3412,68.3870
1739.4936,68.7538
1739.6460,66.8704
1739.7984,65.8915
1739.9508,63.3948
1740.1032,61.2493
1740.2556,59.7143
1740.4080,59.4282
1740.5604,57.0589
1740.7128,54.6282
1740.8652,53.4106
1741.0176,51.2198
1741.1700,50.7856
1741.3224,49.9166
1741.4748,50.2869
1741.6272,50.8174
1741.7796,51.2218
1741.9320,52.2791
1742.0844,55.4585
1742.2368,55.4552
1742.3892,55.5254
1742.5416,55.7547
1742.6940,56.3263
1742.8464,57.3264
1742.9988,58.3861
1743.1512,57.4499
1743.3036,56.2429
1743.4560,54.7386
1743.6084,51.9790
1743.7608,51.1894
1743.9132,48.2956
1744.0656,47.7862
1744.2180,47.8077
1744.3704,47.5468
1744.5228,47.7636
1744.6752,47.6778
1744.8276,47.6612
1744.9800,47.7764
1745.1324,47.7987
1745.2848,47.8053
1745.4372,47.8657
1745.5896,47.7301
1745.7420,47.7655
1745.8944,47.8083
1746.0468,47.7778
1746.1992,47.7827
1746.3516,47.8091
1746.5040,47.7690
1746.6564,47.7607
1746.8088,47.7783
1746.9612,47.7763
1747.1136,47.7786
1747.2660,47.7807
1747.4184,47.7834
1747.5708,47.7778
1747.7232,47.7704
1747.8756,47.7752
1748.0280,47.7731
1748.1804,47.7722
1748.3328,47.7787
1748.4852,47.7742
1748.6376,47.7785
1748.7900,47.7740
1748.9424,47.7736
1749.0948,47.7771
1749.2472,47.7771
1749.3996,47.7771
1749.5520,47.7771
1749.7044,47.7771
1749.8568,47.7771
1750.0092,47.7771
1750.1616,47.7771
1750.3140,47.7771
1750.4664,47.7771
1750.6188,47.7771
1750.7712,47.7771
1750.9236,47.7771
1751.0760,47.7771
1751.2284,47.7771
1751.3808,47.7771
1751.5332,47.7771
1751.6856,47.7771
1751.8380,47.7771
1751.9904,47.7771
1752.1428,47.7771
1752.2952,47.7771
1752.4476,47.7771
1752.6000,47.7771
1752.7524,47.7771
1752.9048,47.7771
1753.0572,47.7771
1753.2096,47.7771
1753.3620,47.7771
1753.5144,47.7771
1753.6668,47.7771
1753.8192,47.7771
1753.9716,47.7771
1754.1240,47.7771
1754.2764,47.7771
1754.4288,47.7771
1754.5812,47.7771
1754.7336,47.7771
1754.8860,47.7771
1755.0384,47.7771
1755.1908,47.7771
1755.3432,47.7771
1755.4956,47.7771
1755.6480,47.7771
1755.8004,47.7771
1755.9528,47.7771
1756.1052,47.7771
1756.2576,47.7771
1756.4100,47.7771
1756.5624,47.7771
1756.7148,47.7771
1756.8672,47.7771
1757.0196,47.7771
1757.1720,47.7771
1757.3244,47.7771
1757.4768,47.7771
1757.6292,47.7771
1757.7816,47.7771
1757.9340,47.7771
1758.0864,47.7771
